Edo,Nombre_Indicador,año,Indicador,Limite_Inferior,Limite_Superior
Jalisco,Ciudadanos no reconocidos y el domicilio es predio no habitado,2008,0.46301,0,1.006224
Jalisco,Residentes en la sección de registro,2009,78.87814,76.32867,81.42761
Jalisco,Residentes en el domicilio de registro,2009,84.40736,80.7615248,88.0531952
Jalisco,Causas de no residencia en el domicilio del registro electoral:,2009,,,
Jalisco,Cambio de domicilio no reportado,2009,24.75956,22.0891188,27.4300012
Jalisco,Cambio de domicilio no reportado al mismo municipio,2009,10.42147,8.411686,12.431254
Jalisco,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2009,3.38152,2.2565388,4.5065012
Jalisco,Cambio de domicilio no reportado a otro estado,2009,0.83871,0.4107048,1.2667152
Jalisco,Cambio de domicilio no reportado a otro país,2009,5.5545,4.2226408,6.8863592
Jalisco,Destino del cambio no especificado,2009,4.56336,3.246828,5.879892
Jalisco,Fallecidos con registro electoral,2009,1.41383,0.8439796,1.9836804
Jalisco,Reconocidos que no han vivido en el domicilio,2009,0.78442,0.3410288,1.2278112
Jalisco,Suspendidos de sus derechos politicos,2009,0,0,0
Jalisco,Residentes con domicilio mal ubicado,2009,,,
Jalisco,Otra causa de no residencia en el domicilio de registro,2009,,,
Jalisco,Causa de no residencia no especificada,2009,,,
Jalisco,Error en la sección del registro electoral,2009,1.58953,0.8116256,2.3674344
Jalisco,Domicilios no localizados de los ciudadanos con registro electoral,2009,0.70665,0.1522248,1.2610752
Jalisco,Ciudadanos no reconocidos con registro electoral,2009,1.98695,1.2734904,2.7004096
Jalisco,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2009,1.25181,0.7079884,1.7956316
Jalisco,Ciudadanos no reconocidos y el domicilio es predio no habitado,2009,0.28436,0.0361456,0.5325744
Jalisco,Residentes en la sección de registro,2011,80.68516,78.6112448,82.7590752
Jalisco,Residentes en el domicilio de registro,2011,71.95297,69.7213336,74.1846064
Jalisco,Causas de no residencia en el domicilio del registro electoral:,2011,,,
Jalisco,Cambio de domicilio no reportado,2011,23.12403,21.096018,25.152042
Jalisco,Cambio de domicilio no reportado al mismo municipio,2011,9.20951,7.658562,10.760458
Jalisco,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2011,4.68105,3.635586,5.726514
Jalisco,Cambio de domicilio no reportado a otro estado,2011,0.95758,0.5037812,1.4113788
Jalisco,Cambio de domicilio no reportado a otro país,2011,3.12937,2.235022,4.023718
Jalisco,Destino del cambio no especificado,2011,5.14652,3.743258,6.549782
Jalisco,Fallecidos con registro electoral,2011,0.68371,0.3378484,1.0295716
Jalisco,Reconocidos que no han vivido en el domicilio,2011,0.48468,0.142268,0.827092
Jalisco,Suspendidos de sus derechos politicos,2011,0.11273,0,0.2631208
Jalisco,Residentes con domicilio mal ubicado,2011,0.9758,0.5134556,1.4381444
Jalisco,Otra causa de no residencia en el domicilio de registro,2011,0.17198,0,0.368176
Jalisco,Causa de no residencia no especificada,2011,2.4941,1.612002,3.376198
Jalisco,Error en la sección del registro electoral,2011,1.82793,1.1257404,2.5301196
Jalisco,Domicilios no localizados de los ciudadanos con registro electoral,2011,0.59399,0.2592024,0.9287776
Jalisco,Ciudadanos no reconocidos con registro electoral,2011,3.07612,2.1593692,3.9928708
Jalisco,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2011,2.23352,1.373864,3.093176
Jalisco,Ciudadanos no reconocidos y el domicilio es predio no habitado,2011,0.366,0.0996752,0.6323248
Jalisco,Residentes en la sección de registro,2012,79.48598,76.91647,82.05549
Jalisco,Residentes en el domicilio de registro,2012,69.41384,66.49157,72.33611
Jalisco,Causas de no residencia en el domicilio del registro electoral:,2012,,,
Jalisco,Cambio de domicilio no reportado,2012,25.97933,23.264,28.69466
Jalisco,Cambio de domicilio no reportado al mismo municipio,2012,9.41916,7.48506,11.35327
Jalisco,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2012,2.86925,1.73753,4.00096
Jalisco,Cambio de domicilio no reportado a otro estado,2012,1.7299,0.898,2.5618
Jalisco,Cambio de domicilio no reportado a otro país,2012,4.68459,3.22672,6.14245
Jalisco,Destino del cambio no especificado,2012,7.27643,5.81257,8.74029
Jalisco,Fallecidos con registro electoral,2012,1.17214,0.72515,1.61913
Jalisco,Reconocidos que no han vivido en el domicilio,2012,0.38838,0,0.83469
Jalisco,Suspendidos de sus derechos politicos,2012,0,0,0
Jalisco,Residentes con domicilio mal ubicado,2012,1.19288,0.49163,1.89413
Jalisco,Otra causa de no residencia en el domicilio de registro,2012,0,0,0
Jalisco,Causa de no residencia no especificada,2012,1.85344,1.10565,2.60123
Jalisco,Error en la sección del registro electoral,2012,1.65422,0.76484,2.5436
Jalisco,Domicilios no localizados de los ciudadanos con registro electoral,2012,0.27273,0.000352,0.54511
Jalisco,Ciudadanos no reconocidos con registro electoral,2012,2.40455,1.54843,3.26066
Jalisco,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2012,1.69353,0.96753,2.41953
Jalisco,Ciudadanos no reconocidos y el domicilio es predio no habitado,2012,0.45375,0.11644,0.79107
Jalisco,Residentes en la sección de registro,2014,79.85437,77.44324,82.2655
Jalisco,Residentes en el domicilio de registro,2014,71.15839,68.09534,74.22145
Jalisco,Causas de no residencia en el domicilio del registro electoral:,2014,,,
Jalisco,Cambio de domicilio no reportado,2014,23.43431,20.62839,26.24022
Jalisco,Cambio de domicilio no reportado al mismo municipio,2014,8.50405,6.45799,10.55011
Jalisco,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2014,4.22492,2.95807,5.49176
Jalisco,Cambio de domicilio no reportado a otro estado,2014,1.01332,0.38721,1.63942
Jalisco,Cambio de domicilio no reportado a otro país,2014,3.32888,2.20756,4.4502
Jalisco,Destino del cambio no especificado,2014,6.36314,4.52473,8.20155
Jalisco,Fallecidos con registro electoral,2014,1.50232,0.89164,2.113
Jalisco,Reconocidos que no han vivido en el domicilio,2014,0.7303,0.11996,1.34063
Jalisco,Suspendidos de sus derechos politicos,2014,0,0,0
Jalisco,Residentes con domicilio mal ubicado,2014,0.67755,0.19248,1.16261
Jalisco,Otra causa de no residencia en el domicilio de registro,2014,0.12515,0,0.28191
Jalisco,Causa de no residencia no especificada,2014,2.37199,1.57494,3.16904
Jalisco,Error en la sección del registro electoral,2014,1.2586,0.57031,1.94688
Jalisco,Domicilios no localizados de los ciudadanos con registro electoral,2014,0.58683,0.20223,0.97144
Jalisco,Ciudadanos no reconocidos con registro electoral,2014,2.87371,2.0209,3.72651
Jalisco,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2014,1.66476,1.07799,2.25154
Jalisco,Ciudadanos no reconocidos y el domicilio es predio no habitado,2014,0.67066,0.27858,1.06273
Jalisco,Residentes en la sección de registro,2015,79.85437,77.44324,82.2655
Jalisco,Residentes en el domicilio de registro,2015,71.15839,68.09534,74.22145
Jalisco,Causas de no residencia en el domicilio del registro electoral:,2015,,,
Jalisco,Cambio de domicilio no reportado,2015,23.43431,20.62839,26.24022
Jalisco,Cambio de domicilio no reportado al mismo municipio,2015,8.50405,6.45799,10.55011
Jalisco,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2015,4.22492,2.95807,5.49176
Jalisco,Cambio de domicilio no reportado a otro estado,2015,1.01332,0.38721,1.63942
Jalisco,Cambio de domicilio no reportado a otro país,2015,3.32888,2.20756,4.4502
Jalisco,Destino del cambio no especificado,2015,6.36314,4.52473,8.20155
Jalisco,Fallecidos con registro electoral,2015,1.50232,0.89164,2.113
Jalisco,Reconocidos que no han vivido en el domicilio,2015,0.7303,0.11996,1.34063
Jalisco,Suspendidos de sus derechos politicos,2015,0,0,0
Jalisco,Residentes con domicilio mal ubicado,2015,0.67755,0.19248,1.16261
Jalisco,Otra causa de no residencia en el domicilio de registro,2015,0.12515,0,0.28191
Jalisco,Causa de no residencia no especificada,2015,2.37199,1.57494,3.16904
Jalisco,Error en la sección del registro electoral,2015,1.2586,0.57031,1.94688
Jalisco,Domicilios no localizados de los ciudadanos con registro electoral,2015,0.58683,0.20223,0.97144
Jalisco,Ciudadanos no reconocidos con registro electoral,2015,2.87371,2.0209,3.72651
Jalisco,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2015,1.66476,1.07799,2.25154
Jalisco,Ciudadanos no reconocidos y el domicilio es predio no habitado,2015,0.67066,0.27858,1.06273
Jalisco,Residentes en la sección de registro,2017,81.13781,78.8012,83.47441
Jalisco,Residentes en el domicilio de registro,2017,71.49309,69.03095,73.95522
Jalisco,Causas de no residencia en el domicilio del registro electoral:,2017,,,
Jalisco,Cambio de domicilio no reportado,2017,21.85883,19.77986,23.9378
Jalisco,Cambio de domicilio no reportado al mismo municipio,2017,9.06339,7.49638,10.6304
Jalisco,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2017,4.73048,3.4021,6.05886
Jalisco,Cambio de domicilio no reportado a otro estado,2017,1.22575,0.71497,1.73653
Jalisco,Cambio de domicilio no reportado a otro país,2017,1.63871,0.95089,2.32654
Jalisco,Destino del cambio no especificado,2017,5.20049,3.96048,6.44051
Jalisco,Fallecidos con registro electoral,2017,0.64263,0.19623,1.08903
Jalisco,Reconocidos que no han vivido en el domicilio,2017,0.92113,0.32104,1.52122
Jalisco,Suspendidos de sus derechos politicos,2017,0,0,0
Jalisco,Residentes con domicilio mal ubicado,2017,1.34061,0.72558,1.95564
Jalisco,Otra causa de no residencia en el domicilio de registro,2017,0.5446,0.22526,0.86395
Jalisco,Causa de no residencia no especificada,2017,3.19911,2.18252,4.2157
Jalisco,Error en la sección del registro electoral,2017,2.10618,1.44935,2.76301
Jalisco,Domicilios no localizados de los ciudadanos con registro electoral,2017,0.27745,0.0416,0.51329
Jalisco,Ciudadanos no reconocidos con registro electoral,2017,3.87207,2.62774,5.1164
Jalisco,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2017,2.88808,1.92308,3.85307
Jalisco,Ciudadanos no reconocidos y el domicilio es predio no habitado,2017,0.7645,0.364,1.165
Jalisco,Residentes en la sección de registro,2018,83.00215,82.0706,83.93369
Jalisco,Residentes en el domicilio de registro,2018,72.19945,71.11939,73.27951
Jalisco,Causas de no residencia en el domicilio del registro electoral:,2018,,,
Jalisco,Cambio de domicilio no reportado,2018,22.67548,21.66858,23.68239
Jalisco,Cambio de domicilio no reportado al mismo municipio,2018,8.57668,7.98107,9.17229
Jalisco,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2018,3.11502,2.69426,3.53578
Jalisco,Cambio de domicilio no reportado a otro estado,2018,0.87914,0.66327,1.095
Jalisco,Cambio de domicilio no reportado a otro país,2018,2.29775,1.92223,2.67327
Jalisco,Destino del cambio no especificado,2018,7.8069,7.06014,8.55366
Jalisco,Fallecidos con registro electoral,2018,0.83736,0.6494,1.02532
Jalisco,Reconocidos que no han vivido en el domicilio,2018,0.53371,0.36486,0.70257
Jalisco,Suspendidos de sus derechos politicos,2018,0.01841,0,0.05449
Jalisco,Residentes con domicilio mal ubicado,2018,0.55312,0.37944,0.72679
Jalisco,Otra causa de no residencia en el domicilio de registro,2018,0.54074,0.37701,0.70446
Jalisco,Causa de no residencia no especificada,2018,2.64173,2.23577,3.04769
Jalisco,Error en la sección del registro electoral,2018,0.90331,0.66671,1.1399
Jalisco,Domicilios no localizados de los ciudadanos con registro electoral,2018,0.38145,0.24272,0.52018
Jalisco,Ciudadanos no reconocidos con registro electoral,2018,3.20714,2.78911,3.62517
Jalisco,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2018,2.27736,1.91783,2.63689
Jalisco,Ciudadanos no reconocidos y el domicilio es predio no habitado,2018,0.57731,0.40754,0.74708
México,Residentes en la sección de registro,2005,85.1327,83.71354044,86.55185956
México,Residentes en el domicilio de registro,2005,77.6416,76.10063232,79.18256768
México,Causas de no residencia en el domicilio del registro electoral:,2005,,,
México,Cambio de domicilio no reportado,2005,18.6664,17.17779176,20.15500824
México,Cambio de domicilio no reportado al mismo municipio,2005,5.54581,4.71569904,6.37592096
México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2005,3.26332,2.6438718,3.8827682
México,Cambio de domicilio no reportado a otro estado,2005,2.41345,1.90464968,2.92225032
México,Cambio de domicilio no reportado a otro país,2005,2.26516,1.67884364,2.85147636
México,Destino del cambio no especificado,2005,5.17868,4.3047748,6.0525852
México,Fallecidos con registro electoral,2005,1.12971,0.80448132,1.45493868
México,Reconocidos que no han vivido en el domicilio,2005,0.347959,0.14745688,0.54846112
México,Suspendidos de sus derechos politicos,2005,,,
México,Residentes con domicilio mal ubicado,2005,,,
México,Otra causa de no residencia en el domicilio de registro,2005,,,
México,Causa de no residencia no especificada,2005,,,
México,Error en la sección del registro electoral,2005,1.80013,1.22943288,2.37082712
México,Domicilios no localizados de los ciudadanos con registro electoral,2005,0.382803,0.13412212,0.63148388
México,Ciudadanos no reconocidos con registro electoral,2005,1.16659,0.70206804,1.63111196
México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2005,0.809737,0.3942856,1.2251884
México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2005,0.0658133,0,0.146506304
México,Residentes en la sección de registro,2006,83.19301,80.836208,85.549812
México,Residentes en el domicilio de registro,2006,76.36479,74.3509096,78.3786704
México,Causas de no residencia en el domicilio del registro electoral:,2006,,,
México,Cambio de domicilio no reportado,2006,19.47176,17.9144224,21.0290976
México,Cambio de domicilio no reportado al mismo municipio,2006,6.92505,5.8325068,8.0175932
México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2006,3.29286,2.631164,3.954556
México,Cambio de domicilio no reportado a otro estado,2006,2.26788,1.4512068,3.0845532
México,Cambio de domicilio no reportado a otro país,2006,2.31183,1.8158912,2.8077688
México,Destino del cambio no especificado,2006,4.67414,3.467466,5.880814
México,Fallecidos con registro electoral,2006,1.4279,0.840782,2.015018
México,Reconocidos que no han vivido en el domicilio,2006,0.19852,0.0518336,0.3452064
México,Suspendidos de sus derechos politicos,2006,,,
México,Residentes con domicilio mal ubicado,2006,,,
México,Otra causa de no residencia en el domicilio de registro,2006,,,
México,Causa de no residencia no especificada,2006,,,
México,Error en la sección del registro electoral,2006,2.69709,1.5234224,3.8707576
México,Domicilios no localizados de los ciudadanos con registro electoral,2006,0.37875,0.0879644,0.6695356
México,Ciudadanos no reconocidos con registro electoral,2006,0.62265,0.3685948,0.8767052
México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2006,0.31089,0.1361168,0.4856632
México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2006,0.10775,0,0.2337388
México,Residentes en la sección de registro,2008,84.82447,83.4201692,86.2287708
México,Residentes en el domicilio de registro,2008,77.78015,76.1568192,79.4034808
México,Causas de no residencia en el domicilio del registro electoral:,2008,,,
México,Cambio de domicilio no reportado,2008,17.45524,15.9809672,18.9295128
México,Cambio de domicilio no reportado al mismo municipio,2008,5.69765,4.796932,6.598368
México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2008,2.52563,1.9564656,3.0947944
México,Cambio de domicilio no reportado a otro estado,2008,2.41126,1.7761024,3.0464176
México,Cambio de domicilio no reportado a otro país,2008,1.95232,1.3979144,2.5067256
México,Destino del cambio no especificado,2008,4.86838,3.9327544,5.8040056
México,Fallecidos con registro electoral,2008,1.50145,1.0831272,1.9197728
México,Reconocidos que no han vivido en el domicilio,2008,0.47793,0.2142708,0.7415892
México,Suspendidos de sus derechos politicos,2008,,,
México,Residentes con domicilio mal ubicado,2008,,,
México,Otra causa de no residencia en el domicilio de registro,2008,,,
México,Causa de no residencia no especificada,2008,,,
México,Error en la sección del registro electoral,2008,2.37723,1.8247844,2.9296756
México,Domicilios no localizados de los ciudadanos con registro electoral,2008,1.03589,0.6431452,1.4286348
México,Ciudadanos no reconocidos con registro electoral,2008,1.7209,1.2028916,2.2389084
México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2008,0.77491,0.4245012,1.1253188
México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2008,0.22706,0.0659284,0.3881916
México,Residentes en la sección de registro,2009,83.23704,80.1914548,86.2826252
México,Residentes en el domicilio de registro,2009,70.4747,67.5863852,73.3630148
México,Causas de no residencia en el domicilio del registro electoral:,2009,,,
México,Cambio de domicilio no reportado,2009,16.5817,12.944626,20.218774
México,Cambio de domicilio no reportado al mismo municipio,2009,4.61965,2.4607296,6.7785704
México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2009,4.58694,2.9116888,6.2621912
México,Cambio de domicilio no reportado a otro estado,2009,2.37128,1.376384,3.366176
México,Cambio de domicilio no reportado a otro país,2009,1.89547,0.80767,2.98327
México,Destino del cambio no especificado,2009,3.10837,1.64082,4.57592
México,Fallecidos con registro electoral,2009,1.544,0.3298976,2.7581024
México,Reconocidos que no han vivido en el domicilio,2009,0.43029,0,0.9935548
México,Suspendidos de sus derechos politicos,2009,0,0,0
México,Residentes con domicilio mal ubicado,2009,,,
México,Otra causa de no residencia en el domicilio de registro,2009,,,
México,Causa de no residencia no especificada,2009,,,
México,Error en la sección del registro electoral,2009,2.83388,1.2091772,4.4585828
México,Domicilios no localizados de los ciudadanos con registro electoral,2009,0.61984,0,1.2758324
México,Ciudadanos no reconocidos con registro electoral,2009,0.51487,0,1.0584172
México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2009,0.29875,0,0.7343012
México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2009,0,0,0
México,Residentes en la sección de registro,2011,84.21648,82.21679,86.21617
México,Residentes en el domicilio de registro,2011,76.03865,73.6789864,78.3983136
México,Causas de no residencia en el domicilio del registro electoral:,2011,,,
México,Cambio de domicilio no reportado,2011,17.84825,15.5322748,20.1642252
México,Cambio de domicilio no reportado al mismo municipio,2011,5.0238,3.7551508,6.2924492
México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2011,4.00276,2.9014752,5.1040448
México,Cambio de domicilio no reportado a otro estado,2011,1.83491,1.1437552,2.5260648
México,Cambio de domicilio no reportado a otro país,2011,1.48044,0.8945176,2.0663624
México,Destino del cambio no especificado,2011,5.50635,3.8945832,7.1181168
México,Fallecidos con registro electoral,2011,1.45885,0.9691832,1.9485168
México,Reconocidos que no han vivido en el domicilio,2011,0.1258,0,0.304356
México,Suspendidos de sus derechos politicos,2011,0.04079,0,0.1207972
México,Residentes con domicilio mal ubicado,2011,1.86989,1.034146,2.705634
México,Otra causa de no residencia en el domicilio de registro,2011,0.10877,0,0.2357192
México,Causa de no residencia no especificada,2011,2.50899,1.3668588,3.6511212
México,Error en la sección del registro electoral,2011,2.39981,1.462832,3.336788
México,Domicilios no localizados de los ciudadanos con registro electoral,2011,0.56404,0.1425224,0.9855576
México,Ciudadanos no reconocidos con registro electoral,2011,2.80364,1.6542568,3.9530232
México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2011,2.02001,1.1427924,2.8972276
México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2011,0.50311,0.079358,0.926862
México,Residentes en la sección de registro,2012,85.96022,84.44733,87.47311
México,Residentes en el domicilio de registro,2012,80.2658,78.52243,82.00916
México,Causas de no residencia en el domicilio del registro electoral:,2012,,,
México,Cambio de domicilio no reportado,2012,15.85439,14.28974,17.41904
México,Cambio de domicilio no reportado al mismo municipio,2012,5.01336,4.04689,5.97984
México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2012,3.23353,2.45591,4.01116
México,Cambio de domicilio no reportado a otro estado,2012,2.07459,1.33766,2.81153
México,Cambio de domicilio no reportado a otro país,2012,1.10758,0.66625,1.54891
México,Destino del cambio no especificado,2012,4.42532,3.33036,5.52027
México,Fallecidos con registro electoral,2012,0.65086,0.30878,0.99294
México,Reconocidos que no han vivido en el domicilio,2012,0.39403,0.13527,0.65278
México,Suspendidos de sus derechos politicos,2012,0,0,0
México,Residentes con domicilio mal ubicado,2012,1.92333,1.23881,2.60785
México,Otra causa de no residencia en el domicilio de registro,2012,0,0,0
México,Causa de no residencia no especificada,2012,0.9116,0.48529,1.33791
México,Error en la sección del registro electoral,2012,2.51025,1.7239,3.29659
México,Domicilios no localizados de los ciudadanos con registro electoral,2012,0.37084,0.11412,0.62756
México,Ciudadanos no reconocidos con registro electoral,2012,1.27922,0.78575,1.7727
México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2012,0.81463,0.40832,1.22094
México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2012,0.09693,0,0.19787
México,Residentes en la sección de registro,2014,86.07483,83.32551,88.82415
México,Residentes en el domicilio de registro,2014,80.13439,76.47712,83.79167
México,Causas de no residencia en el domicilio del registro electoral:,2014,,,
México,Cambio de domicilio no reportado,2014,16.2774,13.01586,19.53893
México,Cambio de domicilio no reportado al mismo municipio,2014,6.45255,4.35074,8.55435
México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2014,2.91153,1.91131,3.91175
México,Cambio de domicilio no reportado a otro estado,2014,1.74294,0.87682,2.60906
México,Cambio de domicilio no reportado a otro país,2014,0.83611,0.27639,1.39582
México,Destino del cambio no especificado,2014,4.33428,2.89048,5.77807
México,Fallecidos con registro electoral,2014,0.18262,0,0.43872
México,Reconocidos que no han vivido en el domicilio,2014,0.40821,0,0.85741
México,Suspendidos de sus derechos politicos,2014,0,0,0
México,Residentes con domicilio mal ubicado,2014,1.83201,1.06399,2.60003
México,Otra causa de no residencia en el domicilio de registro,2014,0.36314,0,0.89052
México,Causa de no residencia no especificada,2014,0.80223,0.21717,1.38729
México,Error en la sección del registro electoral,2014,2.68561,1.57362,3.79761
México,Domicilios no localizados de los ciudadanos con registro electoral,2014,0.49561,0.05317,0.93806
México,Ciudadanos no reconocidos con registro electoral,2014,1.29457,0.39072,2.19842
México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2014,0.60318,0.08285,1.12352
México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2014,0.19876,0,0.47211
México,Residentes en la sección de registro,2015,86.07483,83.32551,88.82415
México,Residentes en el domicilio de registro,2015,80.13439,76.47712,83.79167
México,Causas de no residencia en el domicilio del registro electoral:,2015,,,
México,Cambio de domicilio no reportado,2015,16.2774,13.01586,19.53893
México,Cambio de domicilio no reportado al mismo municipio,2015,6.45255,4.35074,8.55435
México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2015,2.91153,1.91131,3.91175
México,Cambio de domicilio no reportado a otro estado,2015,1.74294,0.87682,2.60906
México,Cambio de domicilio no reportado a otro país,2015,0.83611,0.27639,1.39582
México,Destino del cambio no especificado,2015,4.33428,2.89048,5.77807
México,Fallecidos con registro electoral,2015,0.18262,0,0.43872
México,Reconocidos que no han vivido en el domicilio,2015,0.40821,0,0.85741
México,Suspendidos de sus derechos politicos,2015,0,0,0
México,Residentes con domicilio mal ubicado,2015,1.83201,1.06399,2.60003
México,Otra causa de no residencia en el domicilio de registro,2015,0.36314,0,0.89052
México,Causa de no residencia no especificada,2015,0.80223,0.21717,1.38729
México,Error en la sección del registro electoral,2015,2.68561,1.57362,3.79761
México,Domicilios no localizados de los ciudadanos con registro electoral,2015,0.49561,0.05317,0.93806
México,Ciudadanos no reconocidos con registro electoral,2015,1.29457,0.39072,2.19842
México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2015,0.60318,0.08285,1.12352
México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2015,0.19876,0,0.47211
México,Residentes en la sección de registro,2017,86.96776,85.46596,88.46957
México,Residentes en el domicilio de registro,2017,80.38059,78.70546,82.05572
México,Causas de no residencia en el domicilio del registro electoral:,2017,,,
México,Cambio de domicilio no reportado,2017,15.27878,13.85125,16.70631
México,Cambio de domicilio no reportado al mismo municipio,2017,3.64353,2.88757,4.39948
México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2017,3.05436,2.45567,3.65304
México,Cambio de domicilio no reportado a otro estado,2017,2.54266,1.87134,3.21399
México,Cambio de domicilio no reportado a otro país,2017,0.51342,0.20464,0.82219
México,Destino del cambio no especificado,2017,5.52482,4.51522,6.53442
México,Fallecidos con registro electoral,2017,0.53475,0.28404,0.78546
México,Reconocidos que no han vivido en el domicilio,2017,0.20915,0.03361,0.38469
México,Suspendidos de sus derechos politicos,2017,0,0,0
México,Residentes con domicilio mal ubicado,2017,2.21884,1.38626,3.05142
México,Otra causa de no residencia en el domicilio de registro,2017,0.21206,0.05939,0.36473
México,Causa de no residencia no especificada,2017,1.16584,0.73801,1.59367
México,Error en la sección del registro electoral,2017,2.94995,2.01456,3.88534
México,Domicilios no localizados de los ciudadanos con registro electoral,2017,0.49533,0.20577,0.78489
México,Ciudadanos no reconocidos con registro electoral,2017,1.86561,1.28401,2.44721
México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2017,1.19206,0.81118,1.57295
México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2017,0.18441,0,0.3932
México,Residentes en la sección de registro,2018,90.72203,90.11521,91.32885
México,Residentes en el domicilio de registro,2018,82.88765,82.19399,83.58132
México,Causas de no residencia en el domicilio del registro electoral:,2018,,,
México,Cambio de domicilio no reportado,2018,14.12741,13.51421,14.7406
México,Cambio de domicilio no reportado al mismo municipio,2018,3.31311,2.98763,3.63858
México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2018,2.54001,2.2192,2.86082
México,Cambio de domicilio no reportado a otro estado,2018,1.0988,0.90065,1.29696
México,Cambio de domicilio no reportado a otro país,2018,0.34024,0.2316,0.44889
México,Destino del cambio no especificado,2018,6.83524,6.36996,7.30052
México,Fallecidos con registro electoral,2018,0.63294,0.50833,0.75755
México,Reconocidos que no han vivido en el domicilio,2018,0.38045,0.27187,0.48904
México,Suspendidos de sus derechos politicos,2018,0.01955,0,0.04628
México,Residentes con domicilio mal ubicado,2018,0.9269,0.73695,1.11684
México,Otra causa de no residencia en el domicilio de registro,2018,0.1542,0.08859,0.21982
México,Causa de no residencia no especificada,2018,0.8709,0.69076,1.05103
México,Error en la sección del registro electoral,2018,1.21708,0.99831,1.43585
México,Domicilios no localizados de los ciudadanos con registro electoral,2018,0.60714,0.44161,0.77266
México,Ciudadanos no reconocidos con registro electoral,2018,1.6677,1.41732,1.91808
México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2018,0.83858,0.66915,1.00802
México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2018,0.23277,0.14545,0.32008
Michoacán,Residentes en la sección de registro,2005,80.7583,77.7872732,83.7293268
Michoacán,Residentes en el domicilio de registro,2005,75.9468,72.8187968,79.0748032
Michoacán,Causas de no residencia en el domicilio del registro electoral:,2005,,,
Michoacán,Cambio de domicilio no reportado,2005,20.9903,18.0744668,23.9061332
Michoacán,Cambio de domicilio no reportado al mismo municipio,2005,9.02268,6.9352408,11.1101192
Michoacán,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2005,3.05611,2.06227632,4.04994368
Michoacán,Cambio de domicilio no reportado a otro estado,2005,1.64046,0.9627606,2.3181594
Michoacán,Cambio de domicilio no reportado a otro país,2005,6.01438,4.20242664,7.82633336
Michoacán,Destino del cambio no especificado,2005,1.25669,0.46798992,2.04539008
Michoacán,Fallecidos con registro electoral,2005,1.91462,1.3437112,2.4855288
Michoacán,Reconocidos que no han vivido en el domicilio,2005,0.502975,0.077753,0.928197
Michoacán,Suspendidos de sus derechos politicos,2005,,,
Michoacán,Residentes con domicilio mal ubicado,2005,,,
Michoacán,Otra causa de no residencia en el domicilio de registro,2005,,,
Michoacán,Causa de no residencia no especificada,2005,,,
Michoacán,Error en la sección del registro electoral,2005,0.934782,0.51110448,1.35845952
Michoacán,Domicilios no localizados de los ciudadanos con registro electoral,2005,0.20197,0.008139524,0.395800476
Michoacán,Ciudadanos no reconocidos con registro electoral,2005,0.53671,0.12919856,0.94422144
