Edo,Nombre_Indicador,Indicador,Año
Oaxaca,Ciudadanos que hace un año vivían en el domicilio de registro,94.75,VNM03
Puebla,Ciudadanos que hace un año vivían en el domicilio de registro,93.37,VNM03
Querétaro,Ciudadanos que hace un año vivían en el domicilio de registro,91.51,VNM03
Quintana Roo,Ciudadanos que hace un año vivían en el domicilio de registro,88.98,VNM03
San Luis Potosí,Ciudadanos que hace un año vivían en el domicilio de registro,88.14,VNM03
Sinaloa,Ciudadanos que hace un año vivían en el domicilio de registro,91.3,VNM03
Sonora,Ciudadanos que hace un año vivían en el domicilio de registro,91.95,VNM03
Tabasco,Ciudadanos que hace un año vivían en el domicilio de registro,92.83,VNM03
Tamaulipas,Ciudadanos que hace un año vivían en el domicilio de registro,87.54,VNM03
Tlaxcala,Ciudadanos que hace un año vivían en el domicilio de registro,90.8,VNM03
Veracruz,Ciudadanos que hace un año vivían en el domicilio de registro,91.57,VNM03
Yucatán,Ciudadanos que hace un año vivían en el domicilio de registro,94.11,VNM03
Zacatecas,Ciudadanos que hace un año vivían en el domicilio de registro,90.1,VNM03
Nacional,Ciudadanos que hace un año vivían en el domicilio de registro,93.52,VNM05
Aguascalientes,Ciudadanos que hace un año vivían en el domicilio de registro,89.94,VNM05
Baja California,Ciudadanos que hace un año vivían en el domicilio de registro,90.06,VNM05
Baja California Sur,Ciudadanos que hace un año vivían en el domicilio de registro,93,VNM05
Campeche,Ciudadanos que hace un año vivían en el domicilio de registro,95.46,VNM05
Coahuila,Ciudadanos que hace un año vivían en el domicilio de registro,92.02,VNM05
Colima,Ciudadanos que hace un año vivían en el domicilio de registro,89.05,VNM05
Chiapas,Ciudadanos que hace un año vivían en el domicilio de registro,94.42,VNM05
Chihuahua,Ciudadanos que hace un año vivían en el domicilio de registro,91.8,VNM05
Ciudad de México,Ciudadanos que hace un año vivían en el domicilio de registro,93.69,VNM05
Durango,Ciudadanos que hace un año vivían en el domicilio de registro,93.7,VNM05
Guanajuato,Ciudadanos que hace un año vivían en el domicilio de registro,95.47,VNM05
Guerrero,Ciudadanos que hace un año vivían en el domicilio de registro,94.63,VNM05
Hidalgo,Ciudadanos que hace un año vivían en el domicilio de registro,94.87,VNM05
Jalisco,Ciudadanos que hace un año vivían en el domicilio de registro,91.24,VNM05
México,Ciudadanos que hace un año vivían en el domicilio de registro,93.65,VNM05
Michoacán,Ciudadanos que hace un año vivían en el domicilio de registro,92.04,VNM05
Morelos,Ciudadanos que hace un año vivían en el domicilio de registro,94.32,VNM05
Nayarit,Ciudadanos que hace un año vivían en el domicilio de registro,94.13,VNM05
Nuevo León,Ciudadanos que hace un año vivían en el domicilio de registro,92.84,VNM05
Oaxaca,Ciudadanos que hace un año vivían en el domicilio de registro,96.1,VNM05
Puebla,Ciudadanos que hace un año vivían en el domicilio de registro,95.99,VNM05
Querétaro,Ciudadanos que hace un año vivían en el domicilio de registro,91.91,VNM05
Quintana Roo,Ciudadanos que hace un año vivían en el domicilio de registro,89.5,VNM05
San Luis Potosí,Ciudadanos que hace un año vivían en el domicilio de registro,89.87,VNM05
Sinaloa,Ciudadanos que hace un año vivían en el domicilio de registro,94.5,VNM05
Sonora,Ciudadanos que hace un año vivían en el domicilio de registro,94.18,VNM05
Tabasco,Ciudadanos que hace un año vivían en el domicilio de registro,97.95,VNM05
Tamaulipas,Ciudadanos que hace un año vivían en el domicilio de registro,92.91,VNM05
Tlaxcala,Ciudadanos que hace un año vivían en el domicilio de registro,94.74,VNM05
Veracruz,Ciudadanos que hace un año vivían en el domicilio de registro,93.38,VNM05
Yucatán,Ciudadanos que hace un año vivían en el domicilio de registro,94.83,VNM05
Zacatecas,Ciudadanos que hace un año vivían en el domicilio de registro,92.26,VNM05
Nacional,Ciudadanos que hace un año vivían en el domicilio de registro,92.24,VNM06
Aguascalientes,Ciudadanos que hace un año vivían en el domicilio de registro,89.14,VNM06
Baja California,Ciudadanos que hace un año vivían en el domicilio de registro,89.9,VNM06
Baja California Sur,Ciudadanos que hace un año vivían en el domicilio de registro,72.8,VNM06
Campeche,Ciudadanos que hace un año vivían en el domicilio de registro,94.44,VNM06
Coahuila,Ciudadanos que hace un año vivían en el domicilio de registro,94.87,VNM06
Colima,Ciudadanos que hace un año vivían en el domicilio de registro,81.15,VNM06
Chiapas,Ciudadanos que hace un año vivían en el domicilio de registro,95.07,VNM06
Chihuahua,Ciudadanos que hace un año vivían en el domicilio de registro,88.1,VNM06
Ciudad de México,Ciudadanos que hace un año vivían en el domicilio de registro,94.35,VNM06
Durango,Ciudadanos que hace un año vivían en el domicilio de registro,94.8,VNM06
Guanajuato,Ciudadanos que hace un año vivían en el domicilio de registro,91.37,VNM06
Guerrero,Ciudadanos que hace un año vivían en el domicilio de registro,94.87,VNM06
Hidalgo,Ciudadanos que hace un año vivían en el domicilio de registro,95.97,VNM06
Jalisco,Ciudadanos que hace un año vivían en el domicilio de registro,89.55,VNM06
México,Ciudadanos que hace un año vivían en el domicilio de registro,92.71,VNM06
Michoacán,Ciudadanos que hace un año vivían en el domicilio de registro,91.4,VNM06
Morelos,Ciudadanos que hace un año vivían en el domicilio de registro,90.88,VNM06
Nayarit,Ciudadanos que hace un año vivían en el domicilio de registro,89.97,VNM06
Nuevo León,Ciudadanos que hace un año vivían en el domicilio de registro,89.98,VNM06
Oaxaca,Ciudadanos que hace un año vivían en el domicilio de registro,96.4,VNM06
Puebla,Ciudadanos que hace un año vivían en el domicilio de registro,93.6,VNM06
Querétaro,Ciudadanos que hace un año vivían en el domicilio de registro,89.47,VNM06
Quintana Roo,Ciudadanos que hace un año vivían en el domicilio de registro,85.23,VNM06
San Luis Potosí,Ciudadanos que hace un año vivían en el domicilio de registro,93.11,VNM06
Sinaloa,Ciudadanos que hace un año vivían en el domicilio de registro,92.21,VNM06
Sonora,Ciudadanos que hace un año vivían en el domicilio de registro,91.23,VNM06
Tabasco,Ciudadanos que hace un año vivían en el domicilio de registro,92.48,VNM06
Tamaulipas,Ciudadanos que hace un año vivían en el domicilio de registro,90.07,VNM06
Tlaxcala,Ciudadanos que hace un año vivían en el domicilio de registro,96.5,VNM06
Veracruz,Ciudadanos que hace un año vivían en el domicilio de registro,93.68,VNM06
Yucatán,Ciudadanos que hace un año vivían en el domicilio de registro,94.75,VNM06
Zacatecas,Ciudadanos que hace un año vivían en el domicilio de registro,92.97,VNM06
Nacional,Ciudadanos que hace un año vivían en el domicilio de registro,92.48,VNM08
Aguascalientes,Ciudadanos que hace un año vivían en el domicilio de registro,90.06,VNM08
Baja California,Ciudadanos que hace un año vivían en el domicilio de registro,90.37,VNM08
Baja California Sur,Ciudadanos que hace un año vivían en el domicilio de registro,80.68,VNM08
Campeche,Ciudadanos que hace un año vivían en el domicilio de registro,92.7,VNM08
Coahuila,Ciudadanos que hace un año vivían en el domicilio de registro,92,VNM08
Colima,Ciudadanos que hace un año vivían en el domicilio de registro,89.66,VNM08
Chiapas,Ciudadanos que hace un año vivían en el domicilio de registro,95.87,VNM08
Chihuahua,Ciudadanos que hace un año vivían en el domicilio de registro,90.8,VNM08
Ciudad de México,Ciudadanos que hace un año vivían en el domicilio de registro,93.46,VNM08
Durango,Ciudadanos que hace un año vivían en el domicilio de registro,92.74,VNM08
Guanajuato,Ciudadanos que hace un año vivían en el domicilio de registro,92.69,VNM08
Guerrero,Ciudadanos que hace un año vivían en el domicilio de registro,94.17,VNM08
Hidalgo,Ciudadanos que hace un año vivían en el domicilio de registro,92.84,VNM08
Jalisco,Ciudadanos que hace un año vivían en el domicilio de registro,88.64,VNM08
México,Ciudadanos que hace un año vivían en el domicilio de registro,92.16,VNM08
Michoacán,Ciudadanos que hace un año vivían en el domicilio de registro,94.48,VNM08
Morelos,Ciudadanos que hace un año vivían en el domicilio de registro,93.09,VNM08
Nayarit,Ciudadanos que hace un año vivían en el domicilio de registro,92.71,VNM08
Nuevo León,Ciudadanos que hace un año vivían en el domicilio de registro,92.63,VNM08
Oaxaca,Ciudadanos que hace un año vivían en el domicilio de registro,94.69,VNM08
Puebla,Ciudadanos que hace un año vivían en el domicilio de registro,92.87,VNM08
Querétaro,Ciudadanos que hace un año vivían en el domicilio de registro,93.3,VNM08
Quintana Roo,Ciudadanos que hace un año vivían en el domicilio de registro,86.88,VNM08
San Luis Potosí,Ciudadanos que hace un año vivían en el domicilio de registro,93.19,VNM08
Sinaloa,Ciudadanos que hace un año vivían en el domicilio de registro,93.1,VNM08
Sonora,Ciudadanos que hace un año vivían en el domicilio de registro,90.28,VNM08
Tabasco,Ciudadanos que hace un año vivían en el domicilio de registro,91.71,VNM08
Tamaulipas,Ciudadanos que hace un año vivían en el domicilio de registro,90.58,VNM08
Tlaxcala,Ciudadanos que hace un año vivían en el domicilio de registro,92.76,VNM08
Veracruz,Ciudadanos que hace un año vivían en el domicilio de registro,93.9,VNM08
Yucatán,Ciudadanos que hace un año vivían en el domicilio de registro,95.86,VNM08
Zacatecas,Ciudadanos que hace un año vivían en el domicilio de registro,93.98,VNM08
Nacional,Ciudadanos que hace un año vivían en el domicilio de registro,92.07,VNM09
Aguascalientes,Ciudadanos que hace un año vivían en el domicilio de registro,90.89,VNM09
Baja California,Ciudadanos que hace un año vivían en el domicilio de registro,87.58,VNM09
Baja California Sur,Ciudadanos que hace un año vivían en el domicilio de registro,88.72,VNM09
Campeche,Ciudadanos que hace un año vivían en el domicilio de registro,95.14,VNM09
Coahuila,Ciudadanos que hace un año vivían en el domicilio de registro,89.27,VNM09
Colima,Ciudadanos que hace un año vivían en el domicilio de registro,90.05,VNM09
Chiapas,Ciudadanos que hace un año vivían en el domicilio de registro,96.14,VNM09
Chihuahua,Ciudadanos que hace un año vivían en el domicilio de registro,91.18,VNM09
Ciudad de México,Ciudadanos que hace un año vivían en el domicilio de registro,92.7,VNM09
Durango,Ciudadanos que hace un año vivían en el domicilio de registro,93.67,VNM09
Guanajuato,Ciudadanos que hace un año vivían en el domicilio de registro,92.22,VNM09
Guerrero,Ciudadanos que hace un año vivían en el domicilio de registro,95.42,VNM09
Hidalgo,Ciudadanos que hace un año vivían en el domicilio de registro,92.07,VNM09
Jalisco,Ciudadanos que hace un año vivían en el domicilio de registro,85.94,VNM09
México,Ciudadanos que hace un año vivían en el domicilio de registro,92.07,VNM09
Michoacán,Ciudadanos que hace un año vivían en el domicilio de registro,90.26,VNM09
Morelos,Ciudadanos que hace un año vivían en el domicilio de registro,95.43,VNM09
Nayarit,Ciudadanos que hace un año vivían en el domicilio de registro,89.39,VNM09
Nuevo León,Ciudadanos que hace un año vivían en el domicilio de registro,91.86,VNM09
Oaxaca,Ciudadanos que hace un año vivían en el domicilio de registro,95.52,VNM09
Puebla,Ciudadanos que hace un año vivían en el domicilio de registro,93.3,VNM09
Querétaro,Ciudadanos que hace un año vivían en el domicilio de registro,93.05,VNM09
Quintana Roo,Ciudadanos que hace un año vivían en el domicilio de registro,89.86,VNM09
San Luis Potosí,Ciudadanos que hace un año vivían en el domicilio de registro,93.85,VNM09
Sinaloa,Ciudadanos que hace un año vivían en el domicilio de registro,92.09,VNM09
Sonora,Ciudadanos que hace un año vivían en el domicilio de registro,92,VNM09
Tabasco,Ciudadanos que hace un año vivían en el domicilio de registro,91.58,VNM09
Tamaulipas,Ciudadanos que hace un año vivían en el domicilio de registro,91.32,VNM09
Tlaxcala,Ciudadanos que hace un año vivían en el domicilio de registro,94.08,VNM09
Veracruz,Ciudadanos que hace un año vivían en el domicilio de registro,93.09,VNM09
Yucatán,Ciudadanos que hace un año vivían en el domicilio de registro,94.45,VNM09
Zacatecas,Ciudadanos que hace un año vivían en el domicilio de registro,93.34,VNM09
Nacional,Ciudadanos que hace un año vivían en el domicilio de registro,92.6,VNM11
Aguascalientes,Ciudadanos que hace un año vivían en el domicilio de registro,92.61,VNM11
Baja California,Ciudadanos que hace un año vivían en el domicilio de registro,88.18,VNM11
Baja California Sur,Ciudadanos que hace un año vivían en el domicilio de registro,87.45,VNM11
Campeche,Ciudadanos que hace un año vivían en el domicilio de registro,93.31,VNM11
Coahuila,Ciudadanos que hace un año vivían en el domicilio de registro,92.36,VNM11
Colima,Ciudadanos que hace un año vivían en el domicilio de registro,83.57,VNM11
Chiapas,Ciudadanos que hace un año vivían en el domicilio de registro,96.54,VNM11
Chihuahua,Ciudadanos que hace un año vivían en el domicilio de registro,92.17,VNM11
Ciudad de México,Ciudadanos que hace un año vivían en el domicilio de registro,93.92,VNM11
Durango,Ciudadanos que hace un año vivían en el domicilio de registro,93.08,VNM11
Guanajuato,Ciudadanos que hace un año vivían en el domicilio de registro,91.18,VNM11
Guerrero,Ciudadanos que hace un año vivían en el domicilio de registro,92.38,VNM11
Hidalgo,Ciudadanos que hace un año vivían en el domicilio de registro,93.75,VNM11
Jalisco,Ciudadanos que hace un año vivían en el domicilio de registro,90.15,VNM11
México,Ciudadanos que hace un año vivían en el domicilio de registro,93.09,VNM11
Michoacán,Ciudadanos que hace un año vivían en el domicilio de registro,90.67,VNM11
Morelos,Ciudadanos que hace un año vivían en el domicilio de registro,91.95,VNM11
Nayarit,Ciudadanos que hace un año vivían en el domicilio de registro,91.15,VNM11
Nuevo León,Ciudadanos que hace un año vivían en el domicilio de registro,90.74,VNM11
Oaxaca,Ciudadanos que hace un año vivían en el domicilio de registro,94.78,VNM11
Puebla,Ciudadanos que hace un año vivían en el domicilio de registro,94.83,VNM11
Querétaro,Ciudadanos que hace un año vivían en el domicilio de registro,91.91,VNM11
Quintana Roo,Ciudadanos que hace un año vivían en el domicilio de registro,88.12,VNM11
San Luis Potosí,Ciudadanos que hace un año vivían en el domicilio de registro,93.91,VNM11
Sinaloa,Ciudadanos que hace un año vivían en el domicilio de registro,93.71,VNM11
Sonora,Ciudadanos que hace un año vivían en el domicilio de registro,91.4,VNM11
Tabasco,Ciudadanos que hace un año vivían en el domicilio de registro,93.67,VNM11
Tamaulipas,Ciudadanos que hace un año vivían en el domicilio de registro,89.84,VNM11
Tlaxcala,Ciudadanos que hace un año vivían en el domicilio de registro,94.41,VNM11
Veracruz,Ciudadanos que hace un año vivían en el domicilio de registro,94.16,VNM11
Yucatán,Ciudadanos que hace un año vivían en el domicilio de registro,94.76,VNM11
Zacatecas,Ciudadanos que hace un año vivían en el domicilio de registro,94.95,VNM11
Nacional,Ciudadanos que hace un año vivían en el domicilio de registro,91.82,VNM12
Aguascalientes,Ciudadanos que hace un año vivían en el domicilio de registro,90.84,VNM12
Baja California,Ciudadanos que hace un año vivían en el domicilio de registro,90.65,VNM12
Baja California Sur,Ciudadanos que hace un año vivían en el domicilio de registro,88.54,VNM12
Campeche,Ciudadanos que hace un año vivían en el domicilio de registro,87.38,VNM12
Coahuila,Ciudadanos que hace un año vivían en el domicilio de registro,91.05,VNM12
Colima,Ciudadanos que hace un año vivían en el domicilio de registro,91.46,VNM12
Chiapas,Ciudadanos que hace un año vivían en el domicilio de registro,95.05,VNM12
Chihuahua,Ciudadanos que hace un año vivían en el domicilio de registro,88.77,VNM12
Ciudad de México,Ciudadanos que hace un año vivían en el domicilio de registro,92.95,VNM12
Durango,Ciudadanos que hace un año vivían en el domicilio de registro,93.05,VNM12
Guanajuato,Ciudadanos que hace un año vivían en el domicilio de registro,91.53,VNM12
Guerrero,Ciudadanos que hace un año vivían en el domicilio de registro,92.81,VNM12
Hidalgo,Ciudadanos que hace un año vivían en el domicilio de registro,92.97,VNM12
Jalisco,Ciudadanos que hace un año vivían en el domicilio de registro,90.44,VNM12
México,Ciudadanos que hace un año vivían en el domicilio de registro,92.77,VNM12
Michoacán,Ciudadanos que hace un año vivían en el domicilio de registro,91.85,VNM12
Morelos,Ciudadanos que hace un año vivían en el domicilio de registro,89.72,VNM12
Nayarit,Ciudadanos que hace un año vivían en el domicilio de registro,90.87,VNM12
Nuevo León,Ciudadanos que hace un año vivían en el domicilio de registro,91.31,VNM12
Oaxaca,Ciudadanos que hace un año vivían en el domicilio de registro,92.55,VNM12
Puebla,Ciudadanos que hace un año vivían en el domicilio de registro,93.91,VNM12
Querétaro,Ciudadanos que hace un año vivían en el domicilio de registro,87.47,VNM12
Quintana Roo,Ciudadanos que hace un año vivían en el domicilio de registro,85.97,VNM12
San Luis Potosí,Ciudadanos que hace un año vivían en el domicilio de registro,91.37,VNM12
Sinaloa,Ciudadanos que hace un año vivían en el domicilio de registro,92.22,VNM12
Sonora,Ciudadanos que hace un año vivían en el domicilio de registro,91.3,VNM12
Tabasco,Ciudadanos que hace un año vivían en el domicilio de registro,95.45,VNM12
Tamaulipas,Ciudadanos que hace un año vivían en el domicilio de registro,92.14,VNM12
Tlaxcala,Ciudadanos que hace un año vivían en el domicilio de registro,95.57,VNM12
Veracruz,Ciudadanos que hace un año vivían en el domicilio de registro,90.71,VNM12
Yucatán,Ciudadanos que hace un año vivían en el domicilio de registro,90.64,VNM12
Zacatecas,Ciudadanos que hace un año vivían en el domicilio de registro,91.9,VNM12
Nacional,Ciudadanos que hace un año vivían en el domicilio de registro,92.76,VNM14
Aguascalientes,Ciudadanos que hace un año vivían en el domicilio de registro,84.75,VNM14
Baja California,Ciudadanos que hace un año vivían en el domicilio de registro,91.58,VNM14
Baja California Sur,Ciudadanos que hace un año vivían en el domicilio de registro,89.18,VNM14
Campeche,Ciudadanos que hace un año vivían en el domicilio de registro,94.58,VNM14
Coahuila,Ciudadanos que hace un año vivían en el domicilio de registro,91.61,VNM14
Colima,Ciudadanos que hace un año vivían en el domicilio de registro,88.14,VNM14
Chiapas,Ciudadanos que hace un año vivían en el domicilio de registro,95.54,VNM14
Chihuahua,Ciudadanos que hace un año vivían en el domicilio de registro,91.82,VNM14
Ciudad de México,Ciudadanos que hace un año vivían en el domicilio de registro,95.5,VNM14
Durango,Ciudadanos que hace un año vivían en el domicilio de registro,94.2,VNM14
Guanajuato,Ciudadanos que hace un año vivían en el domicilio de registro,93.94,VNM14
Guerrero,Ciudadanos que hace un año vivían en el domicilio de registro,96.26,VNM14
Hidalgo,Ciudadanos que hace un año vivían en el domicilio de registro,93.19,VNM14
Jalisco,Ciudadanos que hace un año vivían en el domicilio de registro,90.45,VNM14
México,Ciudadanos que hace un año vivían en el domicilio de registro,91.59,VNM14
Michoacán,Ciudadanos que hace un año vivían en el domicilio de registro,93.37,VNM14
Morelos,Ciudadanos que hace un año vivían en el domicilio de registro,93.3,VNM14
Nayarit,Ciudadanos que hace un año vivían en el domicilio de registro,90.26,VNM14
Nuevo León,Ciudadanos que hace un año vivían en el domicilio de registro,90.9,VNM14
Oaxaca,Ciudadanos que hace un año vivían en el domicilio de registro,95.43,VNM14
Puebla,Ciudadanos que hace un año vivían en el domicilio de registro,91.38,VNM14
Querétaro,Ciudadanos que hace un año vivían en el domicilio de registro,92.48,VNM14
Quintana Roo,Ciudadanos que hace un año vivían en el domicilio de registro,85.96,VNM14
San Luis Potosí,Ciudadanos que hace un año vivían en el domicilio de registro,93.06,VNM14
Sinaloa,Ciudadanos que hace un año vivían en el domicilio de registro,92.92,VNM14
Sonora,Ciudadanos que hace un año vivían en el domicilio de registro,88.63,VNM14
Tabasco,Ciudadanos que hace un año vivían en el domicilio de registro,96.29,VNM14
Tamaulipas,Ciudadanos que hace un año vivían en el domicilio de registro,92.64,VNM14
Tlaxcala,Ciudadanos que hace un año vivían en el domicilio de registro,95.18,VNM14
Veracruz,Ciudadanos que hace un año vivían en el domicilio de registro,95.2,VNM14
Yucatán,Ciudadanos que hace un año vivían en el domicilio de registro,96.55,VNM14
Zacatecas,Ciudadanos que hace un año vivían en el domicilio de registro,92.94,VNM14
Nacional,Ciudadanos que hace un año vivían en el domicilio de registro,92.97,VNM15
Nacional,Ciudadanos que hace un año vivían en el domicilio de registro,92.19,VNM17
Aguascalientes,Ciudadanos que hace un año vivían en el domicilio de registro,88.83,VNM17
Baja California,Ciudadanos que hace un año vivían en el domicilio de registro,90.51,VNM17
Baja California Sur,Ciudadanos que hace un año vivían en el domicilio de registro,89.29,VNM17
Campeche,Ciudadanos que hace un año vivían en el domicilio de registro,92,VNM17
Coahuila,Ciudadanos que hace un año vivían en el domicilio de registro,91.58,VNM17
Colima,Ciudadanos que hace un año vivían en el domicilio de registro,88.23,VNM17
Chiapas,Ciudadanos que hace un año vivían en el domicilio de registro,96.26,VNM17
Chihuahua,Ciudadanos que hace un año vivían en el domicilio de registro,92.22,VNM17
Ciudad de México,Ciudadanos que hace un año vivían en el domicilio de registro,93.11,VNM17
Durango,Ciudadanos que hace un año vivían en el domicilio de registro,91.46,VNM17
Guanajuato,Ciudadanos que hace un año vivían en el domicilio de registro,92.62,VNM17
Guerrero,Ciudadanos que hace un año vivían en el domicilio de registro,89.57,VNM17
Hidalgo,Ciudadanos que hace un año vivían en el domicilio de registro,92.73,VNM17
Jalisco,Ciudadanos que hace un año vivían en el domicilio de registro,89.21,VNM17
México,Ciudadanos que hace un año vivían en el domicilio de registro,92.46,VNM17
Michoacán,Ciudadanos que hace un año vivían en el domicilio de registro,94.01,VNM17
Morelos,Ciudadanos que hace un año vivían en el domicilio de registro,92.31,VNM17
Nayarit,Ciudadanos que hace un año vivían en el domicilio de registro,89.21,VNM17
Nuevo León,Ciudadanos que hace un año vivían en el domicilio de registro,91.39,VNM17
Oaxaca,Ciudadanos que hace un año vivían en el domicilio de registro,95.43,VNM17
Puebla,Ciudadanos que hace un año vivían en el domicilio de registro,92.92,VNM17
Querétaro,Ciudadanos que hace un año vivían en el domicilio de registro,89.95,VNM17
Quintana Roo,Ciudadanos que hace un año vivían en el domicilio de registro,80,VNM17
San Luis Potosí,Ciudadanos que hace un año vivían en el domicilio de registro,91.65,VNM17
Sinaloa,Ciudadanos que hace un año vivían en el domicilio de registro,93.87,VNM17
Sonora,Ciudadanos que hace un año vivían en el domicilio de registro,91.7,VNM17
Tabasco,Ciudadanos que hace un año vivían en el domicilio de registro,97.21,VNM17
Tamaulipas,Ciudadanos que hace un año vivían en el domicilio de registro,92.76,VNM17
Tlaxcala,Ciudadanos que hace un año vivían en el domicilio de registro,92.61,VNM17
Veracruz,Ciudadanos que hace un año vivían en el domicilio de registro,93.42,VNM17
Yucatán,Ciudadanos que hace un año vivían en el domicilio de registro,93.63,VNM17
Zacatecas,Ciudadanos que hace un año vivían en el domicilio de registro,94.92,VNM17
